fighter_id,sig_strikes_succ,takedowns_att,takedowns_succ,submiss_att,reversals,ctrl,knockdowns,total_strikes_att,total_strikes_succ,sig_strikes_att
3092.0,272.0,57.0,17.0,5.0,1.0,1746,1.0,795.0,437.0,602.0
3095.0,17.0,0.0,0.0,0.0,0.0,16,0.0,56.0,27.0,42.0
3096.0,69.0,5.0,0.0,0.0,0.0,248,1.0,182.0,105.0,139.0
3097.0,11.0,6.0,3.0,1.0,1.0,242,0.0,28.0,15.0,22.0
3100.0,791.0,125.0,59.0,14.0,7.0,4431,2.0,2952.0,1769.0,1786.0
3101.0,46.0,15.0,6.0,2.0,0.0,527,0.0,144.0,85.0,97.0
3102.0,417.0,48.0,23.0,4.0,3.0,2085,11.0,1297.0,609.0,1060.0
3103.0,1127.0,170.0,58.0,23.0,3.0,6817,2.0,4404.0,2406.0,2944.0
3107.0,193.0,9.0,2.0,1.0,2.0,206,2.0,420.0,214.0,397.0
3109.0,60.0,36.0,4.0,7.0,0.0,457,0.0,186.0,145.0,98.0
3110.0,65.0,4.0,1.0,0.0,1.0,117,0.0,172.0,121.0,113.0
3111.0,20.0,2.0,0.0,0.0,0.0,114,1.0,81.0,35.0,65.0
3112.0,76.0,20.0,8.0,2.0,2.0,879,0.0,293.0,186.0,143.0
3113.0,0.0,0.0,0.0,0.0,0.0,0,0.0,16.0,15.0,1.0
3114.0,495.0,21.0,7.0,2.0,3.0,893,0.0,1200.0,709.0,943.0
3116.0,28.0,1.0,1.0,0.0,0.0,750,1.0,73.0,30.0,71.0
3117.0,715.0,65.0,22.0,6.0,3.0,3494,5.0,1633.0,977.0,1336.0
3118.0,207.0,41.0,11.0,5.0,0.0,937,1.0,610.0,307.0,491.0
3119.0,542.0,15.0,6.0,10.0,4.0,2382,8.0,1567.0,800.0,1274.0
3120.0,204.0,5.0,1.0,2.0,0.0,115,2.0,529.0,218.0,514.0
3121.0,77.0,2.0,2.0,1.0,0.0,331,0.0,210.0,150.0,125.0
3122.0,1706.0,221.0,70.0,8.0,3.0,6253,3.0,4981.0,2384.0,4225.0
3123.0,139.0,18.0,4.0,0.0,0.0,772,0.0,418.0,241.0,304.0
3125.0,241.0,53.0,10.0,1.0,2.0,2011,1.0,742.0,465.0,492.0
3129.0,351.0,22.0,5.0,0.0,1.0,566,1.0,1111.0,499.0,947.0
3130.0,69.0,7.0,2.0,0.0,0.0,297,0.0,246.0,116.0,199.0
3131.0,47.0,3.0,3.0,0.0,0.0,63,0.0,130.0,66.0,109.0
3132.0,5.0,2.0,2.0,0.0,0.0,587,0.0,71.0,64.0,9.0
3133.0,151.0,5.0,1.0,0.0,1.0,205,1.0,417.0,166.0,401.0
3134.0,88.0,10.0,1.0,0.0,0.0,194,2.0,266.0,97.0,257.0
3135.0,269.0,10.0,3.0,1.0,2.0,464,0.0,709.0,341.0,625.0
3136.0,755.0,204.0,74.0,3.0,0.0,4134,1.0,2860.0,1679.0,1823.0
3139.0,31.0,2.0,0.0,0.0,0.0,45,0.0,77.0,45.0,61.0
3140.0,216.0,45.0,27.0,1.0,0.0,2216,1.0,592.0,339.0,421.0
3141.0,147.0,13.0,3.0,2.0,0.0,948,0.0,430.0,270.0,300.0
3142.0,157.0,23.0,6.0,1.0,0.0,757,0.0,567.0,272.0,390.0
3143.0,136.0,4.0,1.0,0.0,0.0,36,2.0,350.0,182.0,300.0
3145.0,1192.0,77.0,27.0,15.0,1.0,2947,2.0,3407.0,1525.0,3013.0
3146.0,68.0,3.0,0.0,0.0,0.0,107,0.0,155.0,87.0,136.0
3147.0,138.0,18.0,7.0,0.0,0.0,439,0.0,301.0,149.0,289.0
3148.0,404.0,17.0,11.0,0.0,1.0,1827,2.0,1126.0,680.0,809.0
3149.0,37.0,1.0,0.0,0.0,3.0,675,0.0,143.0,100.0,66.0
3150.0,0.0,0.0,0.0,0.0,0.0,11,0.0,21.0,17.0,1.0
3151.0,35.0,1.0,1.0,0.0,0.0,258,0.0,83.0,61.0,53.0
3152.0,229.0,11.0,4.0,6.0,2.0,299,0.0,548.0,341.0,431.0
3153.0,40.0,6.0,3.0,0.0,1.0,667,0.0,208.0,98.0,144.0
3154.0,168.0,6.0,4.0,3.0,1.0,358,2.0,537.0,213.0,489.0
3155.0,92.0,0.0,0.0,0.0,0.0,45,3.0,261.0,95.0,258.0
3157.0,28.0,11.0,5.0,0.0,0.0,347,0.0,172.0,94.0,88.0
3158.0,3.0,1.0,1.0,0.0,0.0,6,0.0,11.0,3.0,11.0
3159.0,299.0,6.0,0.0,0.0,0.0,11,0.0,659.0,310.0,648.0
3162.0,0.0,3.0,1.0,0.0,0.0,0,0.0,1.0,1.0,0.0
3163.0,383.0,20.0,10.0,4.0,1.0,649,4.0,776.0,450.0,684.0
3165.0,125.0,15.0,9.0,1.0,0.0,503,1.0,371.0,161.0,328.0
3170.0,2.0,6.0,1.0,0.0,0.0,62,0.0,2.0,2.0,2.0
3171.0,38.0,0.0,0.0,1.0,0.0,59,0.0,150.0,70.0,115.0
3173.0,0.0,0.0,0.0,0.0,0.0,0,0.0,7.0,2.0,4.0
3179.0,99.0,5.0,0.0,0.0,0.0,8,0.0,310.0,101.0,304.0
3181.0,124.0,21.0,3.0,2.0,0.0,436,0.0,533.0,168.0,486.0
3182.0,48.0,1.0,0.0,0.0,0.0,153,1.0,99.0,52.0,94.0
3184.0,1109.0,10.0,5.0,1.0,0.0,455,14.0,2442.0,1217.0,2313.0
3185.0,1782.0,191.0,68.0,20.0,3.0,8194,6.0,4641.0,2548.0,3780.0
3186.0,1.0,0.0,0.0,0.0,0.0,0,0.0,15.0,11.0,2.0
3187.0,101.0,7.0,2.0,2.0,0.0,242,2.0,211.0,135.0,171.0
3191.0,436.0,71.0,39.0,13.0,6.0,3801,3.0,1303.0,767.0,918.0
3192.0,24.0,1.0,0.0,0.0,0.0,5,0.0,63.0,24.0,63.0
3193.0,238.0,18.0,9.0,9.0,1.0,1353,4.0,765.0,413.0,540.0
3195.0,119.0,35.0,12.0,14.0,3.0,1100,1.0,544.0,371.0,275.0
3196.0,742.0,38.0,11.0,0.0,0.0,690,11.0,1950.0,862.0,1822.0
3197.0,10.0,7.0,0.0,0.0,0.0,99,0.0,55.0,28.0,31.0
3198.0,177.0,6.0,5.0,0.0,0.0,349,0.0,454.0,230.0,385.0
3199.0,180.0,6.0,3.0,0.0,2.0,212,1.0,598.0,285.0,475.0
3200.0,752.0,46.0,8.0,1.0,1.0,1555,8.0,2105.0,965.0,1867.0
3201.0,137.0,24.0,11.0,4.0,4.0,1467,2.0,539.0,308.0,335.0
3212.0,1123.0,75.0,23.0,12.0,0.0,3256,9.0,3195.0,1523.0,2732.0
3221.0,1544.0,68.0,18.0,26.0,7.0,2836,4.0,4519.0,2487.0,3464.0
3222.0,795.0,40.0,14.0,13.0,4.0,1763,3.0,2826.0,1686.0,1870.0
3224.0,249.0,51.0,20.0,4.0,0.0,2020,0.0,831.0,461.0,595.0
3226.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
3227.0,108.0,4.0,0.0,0.0,0.0,92,0.0,265.0,166.0,195.0
3228.0,51.0,4.0,3.0,0.0,2.0,512,0.0,129.0,72.0,107.0
3229.0,450.0,83.0,37.0,0.0,2.0,2998,2.0,1366.0,662.0,1114.0
3231.0,254.0,6.0,5.0,1.0,2.0,593,3.0,442.0,340.0,349.0
3233.0,375.0,28.0,11.0,0.0,0.0,707,3.0,1044.0,462.0,944.0
3234.0,15.0,2.0,2.0,3.0,0.0,116,0.0,56.0,33.0,38.0
3237.0,45.0,14.0,6.0,4.0,1.0,1014,0.0,190.0,148.0,86.0
3239.0,499.0,53.0,8.0,15.0,4.0,2796,2.0,1686.0,899.0,1241.0
3240.0,89.0,0.0,0.0,4.0,1.0,45,0.0,423.0,268.0,227.0
3243.0,35.0,1.0,1.0,0.0,0.0,127,1.0,83.0,48.0,66.0
3244.0,51.0,17.0,4.0,0.0,0.0,396,0.0,196.0,87.0,157.0
3245.0,263.0,20.0,3.0,2.0,0.0,846,1.0,732.0,366.0,614.0
3247.0,4.0,2.0,1.0,5.0,4.0,9,0.0,26.0,21.0,6.0
3248.0,70.0,6.0,5.0,3.0,1.0,508,2.0,204.0,90.0,182.0
3249.0,134.0,31.0,11.0,7.0,3.0,810,2.0,448.0,287.0,279.0
3250.0,296.0,2.0,1.0,1.0,0.0,132,5.0,622.0,374.0,535.0
3253.0,40.0,9.0,2.0,6.0,1.0,499,1.0,165.0,99.0,100.0
3256.0,46.0,4.0,1.0,2.0,0.0,199,0.0,94.0,66.0,74.0
3259.0,45.0,4.0,2.0,1.0,2.0,439,0.0,168.0,84.0,126.0
3260.0,38.0,2.0,0.0,0.0,0.0,0,0.0,141.0,52.0,120.0
3262.0,301.0,1.0,0.0,3.0,0.0,522,2.0,922.0,559.0,627.0
3263.0,229.0,8.0,3.0,0.0,0.0,378,0.0,512.0,288.0,436.0
3264.0,15.0,3.0,2.0,1.0,0.0,279,0.0,128.0,90.0,42.0
3265.0,23.0,0.0,0.0,0.0,0.0,0,0.0,130.0,73.0,72.0
3267.0,51.0,5.0,0.0,0.0,0.0,19,0.0,158.0,51.0,158.0
3268.0,29.0,11.0,4.0,2.0,1.0,449,0.0,124.0,62.0,86.0
3269.0,127.0,5.0,1.0,0.0,0.0,351,1.0,515.0,301.0,328.0
3270.0,261.0,22.0,3.0,1.0,0.0,578,0.0,809.0,323.0,736.0
3271.0,257.0,35.0,12.0,7.0,1.0,2248,1.0,999.0,518.0,684.0
3272.0,121.0,13.0,4.0,2.0,0.0,559,0.0,324.0,169.0,265.0
3273.0,63.0,14.0,6.0,1.0,0.0,1077,1.0,199.0,115.0,133.0
3274.0,165.0,20.0,9.0,0.0,2.0,526,0.0,395.0,233.0,316.0
3275.0,78.0,1.0,0.0,0.0,0.0,213,1.0,272.0,148.0,192.0
3277.0,179.0,3.0,2.0,2.0,2.0,251,2.0,451.0,236.0,384.0
3278.0,42.0,0.0,0.0,0.0,0.0,3,0.0,120.0,81.0,80.0
3279.0,315.0,71.0,26.0,10.0,0.0,3910,1.0,1018.0,628.0,622.0
3280.0,734.0,2.0,0.0,0.0,4.0,790,1.0,1646.0,896.0,1443.0
3281.0,325.0,22.0,14.0,1.0,0.0,648,2.0,657.0,370.0,606.0
3282.0,437.0,14.0,6.0,1.0,0.0,472,0.0,1240.0,527.0,1135.0
3284.0,754.0,26.0,12.0,9.0,5.0,3463,0.0,2417.0,1450.0,1591.0
3288.0,481.0,87.0,31.0,6.0,0.0,3417,0.0,1733.0,771.0,1394.0
3290.0,356.0,29.0,14.0,12.0,0.0,1784,6.0,1277.0,712.0,896.0
3291.0,5.0,0.0,0.0,0.0,0.0,0,0.0,10.0,5.0,10.0
3293.0,154.0,1.0,0.0,0.0,0.0,130,6.0,323.0,168.0,308.0
3294.0,173.0,33.0,8.0,3.0,2.0,1533,0.0,545.0,319.0,359.0
3295.0,0.0,0.0,0.0,0.0,0.0,0,0.0,5.0,1.0,4.0
3296.0,691.0,76.0,26.0,12.0,1.0,4783,6.0,1752.0,940.0,1415.0
3298.0,492.0,32.0,12.0,6.0,3.0,1836,3.0,1678.0,1123.0,986.0
3300.0,15.0,15.0,2.0,1.0,1.0,503,0.0,59.0,25.0,47.0
3303.0,48.0,1.0,0.0,0.0,0.0,205,1.0,120.0,65.0,100.0
3305.0,47.0,9.0,5.0,0.0,0.0,398,0.0,212.0,100.0,146.0
3306.0,311.0,4.0,2.0,0.0,1.0,105,4.0,974.0,411.0,851.0
3308.0,346.0,17.0,3.0,2.0,0.0,276,0.0,961.0,354.0,945.0
3311.0,102.0,12.0,5.0,2.0,0.0,1266,0.0,376.0,268.0,196.0
3314.0,46.0,0.0,0.0,0.0,0.0,5,1.0,116.0,51.0,111.0
3315.0,497.0,34.0,10.0,1.0,2.0,1691,0.0,1393.0,705.0,1170.0
3319.0,114.0,16.0,7.0,1.0,1.0,1662,1.0,382.0,222.0,246.0
3320.0,184.0,4.0,1.0,1.0,2.0,517,0.0,372.0,225.0,326.0
3324.0,426.0,39.0,25.0,0.0,0.0,1401,2.0,1090.0,499.0,993.0
3325.0,340.0,0.0,0.0,0.0,0.0,88,3.0,754.0,373.0,713.0
3327.0,320.0,19.0,11.0,3.0,1.0,1818,0.0,1051.0,605.0,730.0
3328.0,81.0,7.0,0.0,2.0,2.0,58,0.0,333.0,117.0,293.0
3329.0,7.0,0.0,0.0,1.0,1.0,0,0.0,30.0,26.0,9.0
3334.0,147.0,9.0,5.0,8.0,0.0,686,4.0,579.0,366.0,340.0
3335.0,498.0,85.0,35.0,1.0,0.0,2826,0.0,1259.0,736.0,981.0
3337.0,494.0,22.0,7.0,7.0,1.0,1412,8.0,1526.0,632.0,1375.0
3340.0,155.0,6.0,0.0,2.0,0.0,176,2.0,424.0,224.0,347.0
3342.0,14.0,1.0,0.0,0.0,0.0,0,0.0,68.0,18.0,64.0
3344.0,2.0,3.0,0.0,0.0,0.0,16,0.0,15.0,2.0,15.0
3345.0,780.0,88.0,28.0,1.0,2.0,1358,1.0,2237.0,938.0,2053.0
3346.0,83.0,14.0,1.0,3.0,0.0,364,0.0,243.0,142.0,180.0
3347.0,121.0,21.0,13.0,5.0,3.0,894,3.0,332.0,197.0,237.0
3348.0,29.0,7.0,4.0,0.0,0.0,441,0.0,148.0,77.0,89.0
3349.0,358.0,40.0,16.0,2.0,2.0,1002,5.0,1052.0,450.0,942.0
3350.0,27.0,3.0,1.0,1.0,0.0,142,0.0,76.0,33.0,69.0
3353.0,39.0,0.0,0.0,0.0,0.0,0,0.0,66.0,45.0,59.0
3354.0,78.0,17.0,1.0,0.0,1.0,499,0.0,285.0,111.0,237.0
3358.0,6.0,8.0,3.0,0.0,0.0,106,0.0,10.0,8.0,8.0
3359.0,131.0,1.0,1.0,8.0,0.0,278,2.0,461.0,156.0,424.0
3360.0,8.0,11.0,0.0,5.0,2.0,270,1.0,52.0,26.0,32.0
3361.0,29.0,2.0,0.0,1.0,2.0,750,0.0,123.0,48.0,96.0
3362.0,272.0,65.0,15.0,13.0,3.0,1151,1.0,831.0,477.0,597.0
3363.0,205.0,8.0,3.0,0.0,2.0,732,2.0,786.0,450.0,512.0
3364.0,71.0,7.0,5.0,0.0,0.0,488,0.0,223.0,108.0,180.0
3365.0,2.0,2.0,1.0,0.0,0.0,85,0.0,10.0,4.0,8.0
3366.0,63.0,8.0,2.0,0.0,0.0,290,0.0,173.0,85.0,150.0
3367.0,1018.0,146.0,67.0,3.0,1.0,6989,1.0,3598.0,1863.0,2606.0
3369.0,74.0,13.0,1.0,0.0,0.0,256,0.0,241.0,82.0,232.0
3371.0,778.0,104.0,52.0,11.0,2.0,7606,1.0,2060.0,1494.0,1315.0
3373.0,174.0,3.0,0.0,0.0,0.0,51,1.0,336.0,193.0,316.0
3375.0,15.0,1.0,1.0,0.0,1.0,243,0.0,93.0,47.0,59.0
3376.0,662.0,51.0,10.0,4.0,4.0,2451,6.0,1832.0,1080.0,1378.0
3378.0,123.0,8.0,3.0,1.0,0.0,166,0.0,307.0,151.0,270.0
3379.0,82.0,0.0,0.0,0.0,0.0,50,1.0,199.0,103.0,162.0
3380.0,174.0,1.0,0.0,0.0,0.0,195,3.0,381.0,179.0,376.0
3381.0,555.0,4.0,3.0,0.0,0.0,411,4.0,973.0,606.0,920.0
3385.0,63.0,14.0,5.0,0.0,0.0,965,0.0,237.0,156.0,136.0
3386.0,109.0,10.0,2.0,1.0,0.0,269,1.0,273.0,136.0,244.0
3389.0,304.0,23.0,10.0,2.0,1.0,2011,0.0,798.0,491.0,572.0
3390.0,317.0,1.0,0.0,0.0,0.0,50,1.0,642.0,326.0,631.0
3391.0,65.0,1.0,0.0,0.0,0.0,20,1.0,219.0,124.0,160.0
3392.0,621.0,18.0,2.0,0.0,2.0,979,0.0,1641.0,823.0,1420.0
3395.0,40.0,0.0,0.0,0.0,3.0,131,0.0,134.0,85.0,77.0
3396.0,853.0,47.0,23.0,8.0,0.0,3771,2.0,2210.0,1473.0,1524.0
3398.0,139.0,7.0,2.0,0.0,0.0,296,0.0,324.0,155.0,307.0
3400.0,29.0,0.0,0.0,0.0,0.0,10,0.0,102.0,39.0,92.0
3401.0,87.0,1.0,0.0,0.0,0.0,105,0.0,353.0,108.0,330.0
3402.0,8.0,0.0,0.0,0.0,0.0,15,0.0,19.0,11.0,15.0
3403.0,174.0,13.0,5.0,6.0,1.0,1018,0.0,579.0,319.0,394.0
3411.0,22.0,5.0,1.0,2.0,0.0,68,0.0,78.0,53.0,47.0
3415.0,149.0,7.0,1.0,1.0,0.0,481,0.0,505.0,344.0,292.0
3416.0,0.0,0.0,0.0,0.0,0.0,0,0.0,3.0,1.0,2.0
3417.0,1006.0,22.0,9.0,11.0,9.0,1548,6.0,3456.0,1787.0,2608.0
3418.0,14.0,0.0,0.0,0.0,0.0,1,0.0,49.0,27.0,29.0
3420.0,5.0,0.0,0.0,0.0,0.0,0,0.0,53.0,36.0,22.0
3421.0,862.0,21.0,7.0,6.0,2.0,1361,3.0,2134.0,1020.0,1947.0
3423.0,248.0,28.0,11.0,2.0,1.0,684,2.0,856.0,325.0,770.0
3425.0,243.0,50.0,25.0,8.0,0.0,959,0.0,731.0,501.0,438.0
3431.0,191.0,45.0,11.0,3.0,3.0,1399,0.0,612.0,345.0,422.0
3433.0,67.0,4.0,2.0,0.0,3.0,234,0.0,194.0,96.0,160.0
3439.0,0.0,4.0,2.0,0.0,0.0,108,0.0,86.0,70.0,13.0
3440.0,48.0,6.0,4.0,0.0,0.0,664,0.0,174.0,141.0,75.0
3443.0,127.0,2.0,0.0,1.0,0.0,139,2.0,298.0,166.0,255.0
3444.0,171.0,33.0,14.0,8.0,3.0,1497,0.0,828.0,486.0,459.0
3445.0,166.0,20.0,3.0,2.0,2.0,621,0.0,648.0,308.0,488.0
3447.0,403.0,28.0,12.0,2.0,2.0,2451,0.0,949.0,533.0,781.0
3448.0,535.0,83.0,28.0,1.0,1.0,3567,3.0,1864.0,1342.0,958.0
3449.0,166.0,24.0,1.0,1.0,1.0,910,0.0,482.0,293.0,338.0
3452.0,40.0,0.0,0.0,2.0,1.0,229,0.0,219.0,183.0,55.0
3453.0,35.0,2.0,2.0,0.0,2.0,339,1.0,234.0,180.0,83.0
3455.0,237.0,43.0,17.0,7.0,3.0,1046,0.0,680.0,432.0,457.0
3458.0,291.0,1.0,1.0,1.0,0.0,457,2.0,788.0,413.0,654.0
3459.0,3.0,2.0,0.0,2.0,0.0,0,0.0,6.0,3.0,6.0
3463.0,40.0,1.0,0.0,0.0,0.0,46,0.0,163.0,53.0,150.0
3464.0,121.0,0.0,0.0,2.0,1.0,300,0.0,290.0,175.0,233.0
3465.0,93.0,2.0,0.0,0.0,0.0,500,2.0,382.0,237.0,225.0
3466.0,33.0,5.0,0.0,0.0,0.0,61,0.0,122.0,34.0,121.0
3467.0,1038.0,26.0,4.0,5.0,0.0,969,1.0,3332.0,1343.0,3007.0
3468.0,152.0,4.0,2.0,0.0,4.0,1119,0.0,505.0,247.0,401.0
3469.0,93.0,13.0,2.0,0.0,2.0,231,0.0,207.0,109.0,190.0
3470.0,20.0,2.0,0.0,0.0,0.0,158,1.0,83.0,30.0,69.0
3471.0,359.0,11.0,6.0,0.0,0.0,1180,5.0,1221.0,617.0,928.0
3472.0,195.0,5.0,1.0,0.0,0.0,155,4.0,398.0,210.0,381.0
3475.0,36.0,1.0,0.0,0.0,0.0,178,0.0,153.0,54.0,132.0
3476.0,220.0,14.0,8.0,7.0,0.0,975,2.0,547.0,379.0,369.0
3477.0,496.0,5.0,2.0,2.0,3.0,190,6.0,1207.0,525.0,1172.0
3478.0,320.0,75.0,38.0,11.0,2.0,4487,1.0,1297.0,740.0,781.0
3479.0,352.0,41.0,14.0,2.0,3.0,2383,2.0,1211.0,715.0,785.0
3482.0,28.0,0.0,0.0,0.0,0.0,22,0.0,65.0,28.0,65.0
3483.0,5.0,1.0,0.0,0.0,0.0,6,0.0,12.0,5.0,12.0
3485.0,91.0,5.0,5.0,0.0,0.0,135,0.0,238.0,97.0,232.0
3487.0,94.0,6.0,2.0,0.0,0.0,427,0.0,309.0,167.0,231.0
3488.0,26.0,0.0,0.0,0.0,0.0,3,1.0,49.0,26.0,49.0
3490.0,2.0,0.0,0.0,0.0,1.0,0,0.0,3.0,2.0,2.0
3491.0,0.0,0.0,0.0,0.0,0.0,0,0.0,8.0,5.0,2.0
3492.0,60.0,3.0,1.0,0.0,0.0,275,0.0,205.0,119.0,131.0
3493.0,220.0,14.0,5.0,1.0,1.0,647,2.0,539.0,265.0,477.0
3494.0,135.0,17.0,7.0,3.0,0.0,623,0.0,341.0,214.0,250.0
3495.0,4.0,2.0,0.0,3.0,1.0,52,0.0,6.0,4.0,6.0
3496.0,25.0,0.0,0.0,2.0,1.0,25,1.0,39.0,26.0,38.0
3497.0,147.0,7.0,1.0,1.0,1.0,325,3.0,321.0,170.0,295.0
3499.0,1635.0,78.0,24.0,11.0,4.0,2268,20.0,3673.0,1818.0,3461.0
3501.0,2.0,0.0,0.0,0.0,0.0,0,0.0,14.0,4.0,12.0
3502.0,682.0,70.0,24.0,2.0,0.0,2394,5.0,1786.0,989.0,1442.0
3503.0,82.0,2.0,0.0,1.0,5.0,349,1.0,345.0,146.0,274.0
3504.0,112.0,14.0,9.0,3.0,2.0,1387,1.0,511.0,379.0,219.0
3505.0,126.0,1.0,0.0,0.0,0.0,8,0.0,222.0,127.0,221.0
3506.0,83.0,1.0,0.0,0.0,0.0,37,1.0,219.0,115.0,186.0
3508.0,34.0,2.0,0.0,0.0,0.0,16,1.0,146.0,39.0,141.0
3509.0,196.0,52.0,23.0,3.0,1.0,2021,0.0,641.0,378.0,439.0
3513.0,471.0,89.0,31.0,3.0,3.0,3912,2.0,1343.0,699.0,1085.0
3514.0,27.0,22.0,10.0,0.0,0.0,1478,0.0,278.0,231.0,60.0
3516.0,252.0,14.0,6.0,1.0,0.0,500,4.0,598.0,315.0,528.0
3518.0,11.0,1.0,1.0,0.0,0.0,0,0.0,36.0,25.0,22.0
3521.0,816.0,16.0,5.0,6.0,2.0,663,0.0,2585.0,1266.0,2085.0
3522.0,96.0,8.0,1.0,2.0,1.0,717,0.0,309.0,189.0,208.0
3523.0,313.0,20.0,9.0,1.0,3.0,1156,2.0,907.0,394.0,806.0
3524.0,131.0,7.0,2.0,0.0,0.0,436,4.0,346.0,189.0,281.0
3526.0,104.0,3.0,0.0,0.0,0.0,147,1.0,389.0,136.0,353.0
3529.0,113.0,15.0,10.0,0.0,4.0,1025,2.0,398.0,223.0,275.0
3533.0,44.0,5.0,0.0,0.0,0.0,59,1.0,113.0,52.0,104.0
3536.0,3.0,0.0,0.0,3.0,1.0,79,0.0,5.0,3.0,5.0
3538.0,396.0,3.0,1.0,4.0,2.0,954,1.0,1059.0,625.0,806.0
3539.0,141.0,9.0,5.0,1.0,3.0,618,0.0,503.0,273.0,346.0
3540.0,133.0,38.0,18.0,9.0,2.0,2279,0.0,467.0,311.0,277.0
3541.0,314.0,41.0,25.0,4.0,0.0,2555,0.0,1272.0,946.0,592.0
3542.0,224.0,33.0,13.0,5.0,2.0,2006,1.0,744.0,394.0,543.0
3543.0,80.0,19.0,7.0,1.0,4.0,806,0.0,205.0,121.0,148.0
3544.0,289.0,87.0,34.0,8.0,2.0,4215,0.0,1044.0,583.0,677.0
3546.0,8.0,1.0,1.0,0.0,0.0,0,0.0,48.0,33.0,17.0
3548.0,591.0,26.0,10.0,7.0,2.0,1436,0.0,1639.0,837.0,1368.0
3552.0,309.0,89.0,19.0,6.0,1.0,2233,0.0,1310.0,649.0,895.0
3555.0,0.0,2.0,0.0,1.0,0.0,0,0.0,2.0,0.0,2.0
3558.0,250.0,10.0,3.0,3.0,0.0,187,0.0,824.0,282.0,789.0
3562.0,965.0,14.0,6.0,0.0,0.0,812,5.0,2032.0,1124.0,1855.0
3563.0,250.0,20.0,11.0,2.0,2.0,981,0.0,513.0,306.0,452.0
3564.0,258.0,7.0,2.0,1.0,0.0,288,6.0,656.0,288.0,621.0
3566.0,78.0,6.0,3.0,1.0,3.0,307,0.0,195.0,90.0,182.0
3567.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
3568.0,290.0,12.0,4.0,2.0,4.0,1244,0.0,866.0,440.0,698.0
3569.0,267.0,9.0,2.0,0.0,0.0,387,0.0,587.0,370.0,479.0
3570.0,123.0,11.0,5.0,1.0,2.0,526,0.0,446.0,211.0,342.0
3572.0,17.0,2.0,2.0,0.0,0.0,392,0.0,97.0,58.0,41.0
3573.0,5.0,1.0,0.0,0.0,0.0,0,0.0,10.0,8.0,7.0
3574.0,43.0,0.0,0.0,0.0,0.0,2,1.0,72.0,43.0,72.0
3575.0,176.0,14.0,4.0,0.0,1.0,574,0.0,376.0,248.0,294.0
3579.0,65.0,3.0,0.0,1.0,0.0,30,0.0,252.0,70.0,246.0
3580.0,800.0,21.0,4.0,7.0,1.0,1643,1.0,2067.0,1043.0,1780.0
3581.0,44.0,20.0,3.0,3.0,1.0,374,0.0,183.0,95.0,129.0
3582.0,443.0,16.0,5.0,0.0,2.0,386,0.0,1110.0,585.0,955.0
3584.0,658.0,41.0,17.0,9.0,0.0,1633,0.0,1930.0,773.0,1786.0
3589.0,343.0,3.0,1.0,0.0,2.0,129,2.0,807.0,361.0,782.0
3590.0,91.0,4.0,0.0,1.0,1.0,64,0.0,256.0,144.0,198.0
3591.0,1407.0,19.0,13.0,16.0,9.0,2344,5.0,3044.0,1638.0,2787.0
3593.0,115.0,36.0,11.0,4.0,1.0,1737,1.0,372.0,229.0,246.0
3595.0,18.0,5.0,3.0,4.0,1.0,538,0.0,64.0,45.0,35.0
3596.0,61.0,7.0,2.0,1.0,1.0,511,0.0,163.0,110.0,108.0
3597.0,42.0,1.0,0.0,0.0,1.0,150,0.0,121.0,46.0,116.0
3598.0,36.0,11.0,1.0,4.0,0.0,142,0.0,177.0,87.0,121.0
3599.0,1.0,0.0,0.0,0.0,0.0,0,0.0,7.0,1.0,7.0
3603.0,1.0,0.0,0.0,0.0,0.0,0,0.0,4.0,1.0,4.0
3607.0,52.0,33.0,10.0,3.0,0.0,721,2.0,146.0,91.0,103.0
3608.0,52.0,9.0,3.0,0.0,1.0,181,0.0,152.0,65.0,134.0
3609.0,8.0,6.0,3.0,0.0,0.0,358,0.0,41.0,31.0,14.0
3612.0,177.0,1.0,0.0,1.0,1.0,179,0.0,366.0,204.0,337.0
3614.0,32.0,8.0,6.0,4.0,0.0,324,1.0,103.0,68.0,61.0
3616.0,855.0,92.0,33.0,9.0,0.0,3717,4.0,2202.0,1244.0,1760.0
3617.0,145.0,2.0,1.0,3.0,0.0,132,2.0,514.0,283.0,373.0
3618.0,108.0,3.0,3.0,4.0,1.0,0,1.0,465.0,302.0,258.0
3619.0,50.0,19.0,9.0,1.0,1.0,1037,0.0,321.0,192.0,120.0
3621.0,501.0,90.0,34.0,4.0,1.0,3059,2.0,1248.0,622.0,1117.0
3622.0,1040.0,9.0,4.0,4.0,0.0,897,6.0,2255.0,1272.0,1984.0
3627.0,206.0,1.0,0.0,0.0,0.0,141,0.0,528.0,228.0,503.0
3628.0,132.0,2.0,1.0,2.0,1.0,273,3.0,320.0,163.0,285.0
3629.0,299.0,4.0,2.0,7.0,0.0,421,0.0,644.0,380.0,558.0
3634.0,262.0,1.0,1.0,1.0,0.0,691,1.0,680.0,404.0,515.0
3635.0,356.0,26.0,9.0,0.0,0.0,462,7.0,1144.0,396.0,1102.0
3638.0,89.0,1.0,0.0,2.0,2.0,271,1.0,384.0,133.0,335.0
3639.0,158.0,1.0,0.0,0.0,0.0,29,0.0,375.0,188.0,341.0
